Label,Content
,越上越有挑戰性，要回去好好了解才會清楚一點。心得依樣會忘記，有時候還會重複填表單，因為忘記有沒有填過。。。。。
,good
,無。(這週請假去大專盃棒球比賽)
,熬夜寫作業 舒服
,我也會做小畫家了哈哈哈。
,老??的很好！
,今天上課內容很多，而且教很快，回家要好好複習。
,good，
,最近學得好多，有點吸收不了
,本周的主題包含了ARGB的Alpha透明度的應用、Bitmap Image的應用，以及Region的應用
,colormatrix的應用 加速
,無(這週請假沒去上課)。
,有點害怕期末考
,fun
,我覺得自己可以再更好
,放大！
,今天上課教了更多的畫刷功能，讓我對於此方面的應用有更多的了解。
,可以畫出愛心好可愛
,??的很好
,行。
,這次交了不同的劃線方法，很實用
,我覺得自己可以再更好
,又過了一周 真的很充實!
,good
,掌握的?好，老??的很好。
,這周的課程內容我覺得畫心型的部分非常複雜難懂!
,nice啦
,無意見。
,圖像的操作，還蠻酷的
,挺好
,課程很棒!!!!!
,又過了一周 感覺又快段考ㄌ
,good
,我覺得自己慢慢適應這堂課
,今天教的內容比較輕鬆一些，開心。
,教圖片相關應用
,寫練習時有越來越上手的感覺
,有更了解了圖形的應用
,good
,MatrixOrder。Append之外有捨麼比較常用的矩陣參數嗎?
,我要繼續加油
,今天做出讓圖案可以公轉很酷！
,作業四好有難度~~~，嗚嗚嗚 做不太出來
,今天學了一些旋轉的東西，比起前一兩周，我覺得複雜一點。
,今天的上課內容讓我了解到角度的奧妙。
,矩陣的運用，讓動畫增添特色。
,本周授?的?容，都已理解。
,我覺得旋轉挺麻煩的。
,上課很充實，太棒了!
,good
,挺好
,很喜歡上課內容!
,不?
,我覺得ok
,Good
,good
,接近期中考了~加油
,筆刷有很多種形，很酷!
,感覺內容越來越實用了
,蝴蝶可以自己旋轉好可愛喔！
,下周要考試，回家要好好複習上課內容。
,終於要期中考ㄌ，好期待!
,good
,考試快到了，回去要開始複習課堂上的作業啦。
,越來越像網路上的視窗了
,這星期也學了很多東西，這次的作業，融合了2到3個星期的觀念，很有挑戰性。
,有一些bar的介紹 很酷
,Good
,ㄟ，我上週有填嗎?!
,上課內容清楚明瞭
,感覺今天上的東西都大同小異
,學完很多 toolstrip statusbar 的操作方式，，能夠讓版面更加豐富也更一目了然
,沒意見。
,我還有要加強的地方
,接近期中有點緊張。
,對於考試有點緊張
,不?~
,本次授?效率很高，??效率也很高。
,行。
,學了好多，像是load。save。open file
,這次的練習覺得很實用
,good
,很期待下禮拜上課的內容!
,這週上了檔案處理，還算跟得上
,很好
,覺得教材很詳細很好上手
,我覺得適中
,井字遊戲規則不太知道怎麼寫，要再想想。
,棒
,這周內容稍微複雜一點點，但還是能消化得了。
,了解了檔案的存取
,慢慢熟悉中~
,這次練習較之前的困難
,了解了許多不同的選單
,今天的內容很特別，不錯。
,這次學習了menu strip和一些combo box等等的視窗介面。，對於視窗設計也逐步熟悉，很充實。
,變色很酷
,挺好的
,快捷鍵那邊有點混亂 要再研究一下
,這週的作業更有挑戰性了
,今天的課程又讓我多認識幾個物件，感覺對視窗有越來越多的認識了。
,這禮拜教的東西有點難 不是很會使用
,我覺得作業很有挑戰性
,教學課程非常用心 學習內容豐富
,這周有比較上手的感覺，寫起來更順利了
,很棒
,今天的課程內容感覺非常實用!!
,雙十節快樂！
,這次做出來的東西越來越像我們鵬常使用的介面的一小部份了！
,今天我自己先寫選單的時候本來不會，結果是名稱出了問題
,good
,透過今天的課程，終於讓我了解了，我使用已久的快捷鍵，到底是如何設置與應用的，讓我非常開心，因為我又更進一步地認識，我所使用的視窗介面。
,上課詳細
,經過這周的課程，寫出來的程式越來越像能用的東西了
,good：)
,?程很好~
,上課的內容跟java的事件很像，學起來挺輕鬆的
,自己還需要更熟練
,了解了更多不同的功能
,鋼琴真的是太屌了
,我覺得上課步調很適合我
,我覺得在1201A上課就好了啊，不用換教室啦，其他教室還是爛電腦的話不就很慘。
,我學了很多，只是C#剛接觸，會用的語法還不夠用，很多內建函式都是第一次看到，
,介紹 event 的使用方式，感覺可以做到很多事情。，即時性地根據使用者 input 做互動。
,這幾週都在上一些基本的事件，我覺得基礎有慢慢變好了
,比起上週這周比較不趕時間 上起課來更舒服
,還行。
,讚讚
,內容豐富
,第一次上課感覺蠻新奇的!
,原本以為會上Qt之類的，原來是上C#阿~~~
,第一周上課內容還可以接受，不會太快，內容豐富。
,看PPT就能看懂，很好
,我覺得還不錯，有接觸到新事物。
,因為之前有接觸過C#，所以對於今天的課程，並不陌生！期待未來的課程內容~
,無
,覺得C#很厲害。
,no
,冷氣有點強
,我覺得滿新鮮的課程
,一開始完全不知道這堂課是上神麼，但經過這堂課後，大概知道這門課在做神麼
,nice!!!
,練習時間有點太短了!
,上課內容充實
,可不可以不要切畫面
,非常充實
,這是一門全新的課 全新的領域 跟一年級接觸的不同 ，期待之後的課程
,我覺得冷氣真的很冷
,簡易鋼琴在學校的電腦上沒辦法測試有沒有聲音
,我覺得這週的最後一個練習，我還蠻喜歡的。
,今天上課後，已經可以有這些寫一些小程式了XD，也對鍵盤、滑鼠和事件有更深入的認識~
,扎實的練習
,無
,NO
,我覺得已經開始慢慢的了解視窗這東西了，而下禮拜的課程也讓我更加期待
,目前的課程內容還算簡易，大體還跟得上，學習到一些程式設計沒有學習到的東西，覺得滿新奇的
,冷氣太冷了
,我覺得功課應該讓學生練練新的作業，並且code由自己打等等。
,在今天的上課內容中我覺得滑鼠游標那一部份讓我覺得比較新奇。也期待著之後的上課內容。
,還不錯~
,好
,無
,Yeah
,今天教的繪圖蠻酷的!!
,今天學了很多東西，包括怎麼畫圖形等功能，我覺得排座位其實不是那麼必要，但的確是會方便助教點人數
,今天課程是繪圖～上課節奏有一點快，內容(新的知識)也很多，但還跟得上！
,我覺得上的東西不錯
,。
,今天所交的內容讓我更佳了解平常的程式畫面是怎麼出來的，也讓我對程式有更加深入的理解。尤其是第五個練習。
,上完今天教的功能，我在想是不是之後要做小畫家?
,好
,無
,NO
,感覺正在一步一步的學了更多的知識，目前沒什麼問題
,這堂課要弄的東西比較複雜一點
,學習到滿多東西的
,還不錯
,www
,這禮拜星期6來補課，雖然很想回去，但是來這邊學習新的東西也是不錯的，學習到了關於選單的處理。
,今天上的menuscript 雖然感覺比較麻煩 但是實用度 感覺還蠻高的 我還蠻喜歡這個的 
,今天的課跟得上，學了許多選項的應用，很開心~
,今天教的這些內容，感覺更像平時所使用的視窗，還可以點選右鍵的內容。
,感覺跟之前的比起來稍微有些難度了。
,今天教了許多跟表單有關的作業，有ContextMenuStrip、MenuStrip、CheckBox，等等，有許多類似的題目，但是用不同的形式寫成的，讓我更加的了解今天教的。
,今天又多了menustrip這個功能，讓我收益良多。
,還不錯，感覺滿實用的。
,這禮拜教了怎麼匯入圖片，非常實用。
,很可惜今天無法在教室練習，檔案我一定要好好學！
,無
,無
,這禮拜portal壞掉，上課時沒寫到作業
,內容豐富!!
,:3
,今天上課的模式比較喜歡
,今天portal出問題因此無法馬上實作，但還好ppt都寫得蠻詳細的，回去都還能大致知道上課內容。
,今天上課沒有練習時間，感覺進度特別快，但是提早下課滿開心的。
,今天教的內容覺得很新奇，但是沒有及時上課及時操作有點可惜。
,佳
,對於讀寫檔我可能還是沒有寫的這麼順手，需要多練習！
,這次讓我更加了解選單的功用與操作
,無
,讚!!!!!!
,東西越來越多，有點需要時間消化
,學新的進度，學新的東西，很棒很開心
,學習到滿多東西，跟C++不一樣的東西
,這次的內容越來越有像一般使用網頁時會出現的介面，覺得很有意思！
,我覺得還行
,我覺得可以講2-3題，再讓我們實作，時間也多一些
,感覺今天做的exercise越來越接近一般看到的視窗，尤其是狀態欄及工具列的應用~
,上課狀況良好!
,這次上課的內容是循序漸進的，這樣一步一步教下來能讓我對今天所教的內容有更大的印象，喜歡這種上課的步調
,good!!!
,今天教了許多狀態列的表達方式，還蠻實用的!!
,很相像的exercise我覺得可以放在同一個exercise一次講完，不用分很多個，或者講一些其他的。
,。
,覺得蝴蝶能夠旋轉很神奇
,快要期中考了
,讓我更佳了解了圖片在程式上面的運用。
,學得愈來愈多了
,有點擔心跟不上~
,這次上課讓我更了解C#對於繪圖的操作
,好
,無
,內容還不錯
,感覺還能跟上進度
,  這次學習到關於資源圖片的置入，還有圖片的不同表示方式，是個非常不錯的exercises ，學習到很多，對窗的應用變得更廣泛了。
,nice
,www
,Good!
,今天教到矩陣 嚇了我一跳 還以為要用到數學呢!還好這個數學成分並不多
,在2個禮拜就要考試了，東西滿多的，要多多複習了
,good
,今天用程式畫了國旗有種不同的感覺
,很實用，相信很多地方都用的到這次的範例。
,這週教了矩陣的平移、旋轉和縮放，應用很廣，可以做更多事。
,good
,這次上課讓我學習到一些關於旋轉的操作。對於旋轉的操作也有不同的方法。不同方法其程式的寫法也就不同
,NO
,還不錯
,學的東西越來越多也越來越複雜了
,這次內容感覺對10/23的作業內容有幫助!!
,感覺學習到越來越多東西
,今天教室有點太悶了！ 建議下次還是要開冷氣或電風扇
,覺得用ROTATE畫國旗很有想法~
,越來越能理解ppt裡的code了
,今天是教繪圖的部分，能自己畫出時鐘的感覺挺酷的。
,這次練習有點多，天冷但不開冷氣的話教室有點悶
,有點多
,上課東西累積到現在好多，好累
,天氣冷，但教室有點悶
,這次練習4能夠選擇縮放倍率比較有映像 也感覺比較實用~
,感覺繪圖會上很多
,讓我更加清楚了各種型態的圖，有許多收益。
,這裡拜交了圖片的用法，很棒。GOOD
,期中考大家考的真好
,very good
,這次介紹了點陣圖的部分，讓我多少了解一些關於點陣圖的部分
,好
,無
,內容豐富
,今天教了圖片檔的變數使用方式，還有相關的圖案拉伸反轉等用法。
,開心
,今天的課程沒有太大的問題，都是圖檔的應用，期待之後的課程
,今天的上課模式比較能夠吸收並且連貫
,今天上的東西是比較實用的圖檔處理，學好應該還蠻有用的吧!
,今天是上圖檔修改的部分，今天都是翻轉或大小，期待之後有更深的內容
,GOOD
,這次上課雖然趕，但可以在回家後好好研究研究一翻
,我覺得很棒
,今天教得很實用，讚!
,還不錯
,不錯
,覺得10-5的練習印象比較深刻!
,雖然有點晚到，不過還是寫完了
,考得題目不錯，完全的考到所學的項目。
,不錯
,考試難易度很剛好，也有跟作業相關
,期中考難度適中！
,還好有先整理exercise的簡述，找ppt才比較好找
,無
,NO
,nice
,跟作業87%像
,ok
,就差一個功能沒寫出來真的很可惜!
,知道了一些自己不是很清楚的地方
,我覺得今天教的放大鏡很酷，從來沒過放大鏡可以這樣寫出來，感覺真的很新鮮。
,期中考還可以，最近上課內容部分有些麻煩、難懂
,循序漸進的教學的效果很好
,作業跟上課難度差太多
,我覺得這堂課很棒
,期中考都是考作業的內容，所以寫作業很重要!!
,期中考的內容大多從作業和上課範例中出題，考前時看的那些上課範例是有幫助的。
,可能不舒服，沒考好
,不是照座位表坐嗎? 為什麼常常有人坐我位子
,我們已經可以做很多遊戲了!
,讓我更加了解到針對不同的狀況要使用不同的方式，這樣才能使得效能提高。
,這個禮拜教了RGB顏色，非常棒。可以讓圖片更多元。
,我覺得今天的蠻好理解。
,今天教的內容，需要點時間消化！
,還挺好的
,good
,好
,上課範例11-4好像不能支援太大之圖片
,NO
,nice
,蠻酷的
,ok
,學的東西越來越有深度了
,今天教的都是圖檔處理方式，只是我覺得還是有點懵，回去再看看。
,GOOD
,我覺得現在上課內容越來越複雜了
,我覺得教的東西越來越複雜了
,小畫家好厲害呀
,今天上的滿平易近人的，因為跟從小就在使用的小畫家有關，讓我稍微緬懷了一下童年。
,真的實作出小畫家真的很酷!!!!
,有越來越上手的感覺
,thanks
,這次上課內容加深了我對Bitmap的了解
,好
,nop
,MO
,內容豐富，能自己做小畫家
,今天學了小畫家的基本物件，還滿ok的
,nice
,ok
,一層一層疊上去很有成就感~
,知道了一些新的功能
,今天上課的東西都是連續的，所以一個地方不行，就會影響到後面，蠻考驗細心程度的。
,用目前所學的寫出類似小畫家的程式真不可思議，對於圖片的應用又多了更深的了解
,GOOD
,還可以
,今天上課的東西很實用，小畫家的功能原來是這樣達成的 很厲害!
,上課越來越讚了，開始做像小畫家的功能，我覺得很讚
,今天每題的例題都是循序漸進的，讓我們更了解小畫家的操作。
,交的東西越來越多，越來越複雜了
,good
,知道了更多textbox 跟 richtextbox使用技巧
,收益良多。
,我覺得上課內容蠻好理解的。
,今天在上一整套的Textbox應用，以及richtextbox使用，在C#中，都已經幫我們寫好函式，可以直接呼叫應用，覺得很方便!，同時這些函式命名很直觀，就是copy()、cut()、paste()等等，真的非常方便！！！
,很讚
,。
,GOOD!!
,這周學習到記事本相關功能的實作，未來有機會可以自己嘗試做出一個有基本功能的記事本。
,好
,nop
,內容很實用
,nice
,:)
,兩個不同方法的記事本比較，我覺得第二個比較好用
,ok
,上課的內容越來越實用了
,今天教的就像記事本一樣，還有更多功能
,上課學習很多，感覺良好
,很平常
,整體的功能整合，越來越大型，也越來越實用
,最近練習沒有好好完成，不知道能不能快快消化並趕上
,我覺得今天教的RichTextBox滿厲害的。
,我覺得今天上課內容很充實，功能越來越多，上的很過癮
,今天教的還蠻實用的~~
,我覺得今天上課內容很讚，功能越來越多
,請假
,連接資料庫很重要
,很有用。
,我覺得連接資料庫是一個不錯的應用
,之前只用過MySQL的資料庫，今天才見識到ACCESS的資料庫！
,perfect
,C# 結合資料庫的應用去管理資料、修改操作資料非常的實用
,123
,無
,這周教的東西比較不一樣，可是感覺比較實用。
,不知為何我的筆電無法連資料庫@@，有點麻煩
,還不錯
,今天教的資料庫連結滿新奇的，我本來以為是向c++那樣用讀檔寫檔的方式去對檔案做修改。
,這次學了比較不一樣的資料庫，感覺很實用
,今天的內容比較特別一點
,資料庫我在高中的時候已經有學過，但是現在的是進階版，感覺變得更複雜了，更有挑戰性
,microsoft access用起來一堆bug根本沒辦法做練習跟作業= =
,今天交資料庫的連結，沒想到原來可以這樣連結資料庫，助教也交得夠清楚，讓我們能靈活運用今天學的功能。
,終於抓到一直都抓不到的bug了
,今天上課內容豐富
,今天寫的時候遇到很多問題，一直有小錯誤，導致程式無法順利運行，看來我不夠細心。
,與資料庫連結，很棒!
,資料庫很實用!!
,今天的東西有點複雜，而且是第一次使用Access這項程式。
,今天上的東西又多增加了功能，資料庫好像對於我們來說是非常重要的，所以覺得今天的課程還不錯
,這禮拜課程感覺較為困難。
,課程到後段可以使用的技巧更多，能做出各式各樣的應用，真的很有成就感
,無
,無
,螢幕保護程式有點不實用的感覺，哈哈
,這周最後一周教了動畫 運用背景的應用讓圖片看起來動起來 很實用
,讚讚
,3
,這周是最後一次上課，教了更多點陣圖的應用
,讚，
,image animation
,SKR
,清楚
,題目品質參差不一
,持續為期末考備戰中。
,無
,今天把這學期學的做一個整合，也是這次期末考的題目，有點緊張
,下個星期就要段考了，想到要寫一個程式，心裡有點緊張，自己要多加練習。
,最近跟不上進度。。好懊惱
,最後一周上課了，中途雖然請了幾次假，但感覺進度還跟得上
,nice
,今天上了讀檔寫檔，是期末上機考的重點，我會回家好好複習，
,有?复?了~~~?心~，主要是打字也很慢，反???的笨笨rong~~!
,if else while for 的各種用法教學
,了解運算子跟運算邏輯的運用，以及while與for的差異
,good
,沒什麼問題
,超英趕美
,這周內容都有跟上 Hen棒
,對哨兵迴圈控制更理解
,這部分是我未接觸過的東西，需要時間消化學習
,不算太難，可以理解
,更加熟悉程式設計的操作，更加打好基礎 對程式很有幫助
,感覺對C++有更深的了解，感覺是在複習了一遍
,還行
,123
,1
,這週上的內容有關迴圈 ，依照上學期的經驗， 我認為這方面要多做題目來練習技巧， 所以可能會加強實作練習。 
,我覺得do迴圈不是太熟悉
,pass by value，pass by reference，template，各種用法
,無
,無
,對於macro的概念有了更進一步的認識
,沒有問題
,good
,今天上的對於未來c++能力也是很重要的基本功
,對前置處理有進一步的了解
,我覺得自己遇到蠻多障礙
,講得很詳細，有收獲
,其實沒什麼問題，就只是常常會度咕
,一切都還可以
,很棒
,我覺得今天教得還可以是之前不太會的
,期中考快到了 有些觀念要再加強才行
,讚
,今天的上課內容讓我重新了解到運算式的判斷根輸出輸入的內容，自評系統也讓我能知道自己還有哪些不足
,前面的內容都還算熟悉
,我覺得我對for和while比較了解
,還不錯，自主學習有點到我的弱點處
,有迴圈的各種用法 ，switch 用法等
,會用switch，也知道何時只能用if之類的條件句，對++x比較不熟 其他問題不大，了解function宣告的形式跟使用
,相當好
,增加細心程度
,上的很詳細
,稍微有點複雜
,今天教到了do-while 好像又可以運用在更多地方了 YA!
,今天有出了一個作業，是閏年的判斷。
,今天學了以前不太會用的switch
,運用迴圈真的可以完成很多事情，讓一些複雜的事情簡化很多
,了解檔案存取，但感覺範例有點少
,介紹有效率撰寫洗牌的陣列程式，以及指標函數的使用。
,學習到了指標與陣列的概念
,沒問題
,都能跟上進度
,存在未消化的部分
,每個人寫程式都有自己的習慣，要找到適合自己的方式，多多練習。
,對於程式有更深的了解
,這禮拜的上課內容讓我學習到非常多之前沒有學好的東西，例如continue和switch等
,還要多看看switch
,Continue會有一點不清楚
,線上練習的題目有點無謂
,介紹FUNCTION、遞迴、STATIC等用法
,會使用for、while、do、while還不算太困難，條件判斷也還可以 只是偶爾沒注意會看錯，其他沒啥問題
,good
,沒什麼問題
,這禮拜複習迴圈，我覺得還行
,課程充實，難易適中
,還有一些不懂要回去看PPT複習
,這次教得稍有難度，但還跟得上。
,知道了function到底在幹嘛，好處多多
,這次上課上了一些關於全域變數的應用，感覺又更加的瞭解了。
,對於一些細節有更深入的釐清與了解
,沒什麼問題
,函數真的很方便好用，要學會運用
,經過這禮拜上課，覺得對程式有更深的瞭解。
,還不錯，只是自主學習有些圖片的CODE字太小
,關於define與assert 有更進一步的了解，Array的使用更進一步了解
,介紹指標以及矩陣指標的使用方法以及技巧
,今日上的幫助很大
,複雜
,這星期對指標教了更多東西，還有新的動態陣列，回去後要好好練習，熟習如何操作。
,很棒
,加油
,二維陣列與字元陣列滿酷的
,介紹各種array的使用，介紹#define的用法，還有input array需要注意用法。
,so far so good
,對於array的概念有了進一步的了解，也理解了macro的一些概念
,大致上都聽得懂
,string 跟cin的觀念了解清楚
,今天學習到了三種array的用法，感覺非常的棒
,補助系統有些題目很奇怪
,沒有心得
,目前為止都還OK~
,在這周的自律輔助學習系統前測時，由於上周請假，在continue跟switch方面有些許模糊，會再利用時間加深了解
,今天有交陣列根class的一些東西剛好跟沃們現在成2交的東西有關言讓我更了解了。
,GOOD
,這次上課教了陣列，讓我更熟悉了陣列的用法
,今天開始上array，雖然一開始學不太懂，不過漸漸有跟上了
,不知道可否比較vector跟array的使用時機，array的使用時機&概念，以及常見的subscript處理
,介紹array 的使用方法以及注意事項。
,要填的東西太多了
,沒有問題
,上課內容充實
,練習更多巢狀迴圈範例，很實用
,今天講到各式陣列的應用 二維陣列、sorting等等
,每次上課要填的東西變多了
,有點複雜
,這星期交了陣列，這是一個很好用的知識，回去後要好好複習，並實際運用。
,目前的上課進度都能跟上
,GOOD!
,繼續加油
,今天上了關於震裂的用法以及一些注意事情，感覺對我之後得程式設計更有幫助了。
,陣列對於寫程式來說，真的很方便
,越來越跟不上進度，即使回家功課有做，考試時還是無法寫出程式，挫折感相當大
,這次教矩陣，剛好是我不太熟悉的地方，重複學習的效果看起來不錯
,對字串有更進一步的了解
,學習到二維陣列的用法，有實際開始可以寫較複雜的程式，vector不知道是否也能產生二維的效果
,介紹c++ 指標的使用
,沒有問題
,這週教得很重要，要學起來
,今日課程提到ptr也是我比較弱的地方，學習很多
,今天開始提到指標了
,指標變數還有指標陣列獎得很清楚，const型態變數及指標的比較也很詳細
,課程題目漸漸複雜，花費時間逐漸增多
,如果作業寫不出來有沒有求救方式。
,自評跟遊戲系統題目或答案常出錯
,還好
,都能跟上課程進度
,今天在做考試的題目時，不小心被陣列騙了，還好最後搞懂了
,這禮拜開始交指標的新觀念，要小心起始的位置
,good!!
,對於指標有更深的認識
,上完這週的課程後讓我對pointer有更深的了解，謝謝
,下標要小心是從0開始
,很好
,二微陣列要想很久，不過找到規律就會很快了
,對於二維陣列有更深的了解
,介紹矩陣的使用，還有開檔案的使用，包含二進位檔案和文字檔案，等等。
,這星期教了讀取文件的寫法，這是我上學期完全沒有學過的新知識，也對c++有更深一層的了解，回去後要多練習，好好熟悉這個用法。
,皆能跟上進度
,今日因身體不舒服，請假一次，會補做練習題目以及看上課簡報
,good
,練習了好幾周的二維陣列，更加熟練陣列的邏輯
,nice!
,GOGO
,一開始對陣列還不太熟悉，經過多次練習，有更加了解
,今天學了有關當案的部分還有講完星號的應用，感覺很實用。
,這周的課程進度有點快，有點跟不上
,上刻解決了我對作業的一些疑問
,對於檔案的輸出輸入更了解
,練習越來越麻煩QQ
,今天在繼續上矩陣，結果在考試的時候因為超過時間沒寫完，看來還得多多練習
,學會讀檔與寫檔
,無
,沒問題
,佳
,有點複雜
,對於讀檔更進一步了解
,開始有點複雜
,這禮拜已經知道期末考的類型了，回去後要趕快加緊練習，徹底了解這類題目。
,這次雖然從2為便3為了，但我覺得更得心應手了，
,GOOD
,這周上到了讀檔，給個小意見，真的不用再考陣列了，其實大家都會的差不多，只是數字太多會算錯
,////////////////////////////讚//////////////////////////////////
,GOOD
,今天上了有關於檔案的讀寫，隊之後很有幫助的感覺。
,三微陣列真的很麻煩
,對三維陣列有了較為深入的理解
,今天練習三維矩陣，但是時間太少了無法寫完，看來還得練習多一點
,第一周上課還不錯
,OK
,很棒
,很棒棒
,第一次接觸。NET才知道可以用不同語言來撰寫
,numeric 念作 new-mer(ry)-Eric 重音在前面
,期待學習更多
,有了解到如何操作 模式基本雷同~
,今天學習到了許多C#視窗程式設計的基本概念
,為甚麼不能把上傳的檔案下載下來
,目前都還OK!!!
,1-4 1-5 有點太快了沒有很了解 ，翻轉教室還沒辦法使用
,最後3題連在一起講有點太快
,第一次接觸這個，還有點不熟悉，但我覺得在練習幾次後，應該可以漸漸上手。
,初步認識課程內容
,Intro to windows programming，
,剛開始學很開心接觸不同的東西
,happy
,有吸收新東西
,none!
,好酷
,棒棒
,聽得懂
,今天學會沒mouse on mouse down的技能，還有visible 等等的問題，還學了時間相關的函式
,作業2-1的code換行的部分無法運作，可能需要一個\r
,很棒 學習到很多
,這次上課的內容更加生動、活潑，產生了更多的學習動力
,有沒有辦法讓上傳的檔案可以載下來~~，用教室的電腦打回家後就不能看自己打了什麼
,到目前為止，我覺得還可以，不會很困難
,N/A
,好酷喔，感覺真的在寫軟體
